554,477,554,552,478,478,552,553,555,477,552,553,552,477,555,555,554,553,553,477
477,478,477,554,552,555,553,552,478,478,478,553,555,553,478,553,477,555,477,552
554,553,553,552,552,552,552,553,554,553,552,552,478,554,478,555,478,477,554,552
477,478,478,478,478,477,554,553,553,553,552,552,552,554,478,554,554,554,555,552
552,477,553,477,555,478,552,477,554,477,478,555,554,555,554,552,477,478,555,478
554,553,477,553,554,555,552,553,553,552,478,477,554,555,478,553,477,555,552,477
554,477,478,553,477,554,554,553,553,554,555,553,478,478,555,552,477,478,552,478
555,554,477,477,478,477,477,477,553,477,477,477,553,553,553,553,554,555,478,554
552,552,478,555,552,478,555,477,553,555,477,553,554,552,553,552,555,554,477,552
477,478,478,555,554,478,553,477,478,554,552,555,553,478,477,477,553,552,554,552
555,555,555,554,553,552,554,477,553,477,555,554,477,552,552,477,553,552,554,554
554,478,478,478,478,477,554,477,553,552,554,552,555,478,478,477,477,555,477,554
478,555,477,555,553,478,554,477,477,552,478,553,554,478,555,554,553,554,554,552
555,554,553,554,552,555,555,477,552,477,552,477,554,477,477,477,554,555,553,553
554,477,478,555,553,478,554,477,554,552,552,477,477,477,554,554,554,555,477,552
555,552,554,552,552,554,554,552,554,555,554,553,554,477,477,477,477,553,554,552
552,477,555,478,555,552,555,478,477,477,478,552,555,477,554,478,554,478,552,477
552,552,554,554,555,552,555,552,554,478,553,553,478,553,554,478,552,553,555,552
553,555,555,554,477,553,477,478,477,553,477,477,554,555,554,555,555,477,555,477
553,477,477,477,554,552,554,477,478,554,553,555,553,478,478,553,478,477,553,555
