391,391,392,391,391,391,391,391,391,391,391,392,392,392,392,370,370,371,370,371,371,371,371,371,371,371,371,371,371,371
391,392,392,391,391,391,391,392,391,392,391,392,392,392,392,392,391,392,392,391,392,392,391,391,391,392,391,392,391,391
391,392,392,391,392,392,391,392,392,391,391,391,392,392,391,392,392,392,392,392,391,391,392,391,392,392,391,392,391,391
391,391,392,392,392,391,392,392,391,391,392,391,392,391,391,392,392,392,391,391,391,392,392,391,391,392,392,392,391,392
392,392,391,392,391,392,392,392,392,392,392,392,391,392,391,391,391,392,392,391,391,392,392,391,391,392,391,391,392,392
392,392,391,392,391,392,392,391,391,391,392,391,391,391,392,392,392,392,391,392,391,392,392,391,391,391,392,391,392,392
391,392,391,391,391,391,391,392,391,391,392,392,392,391,391,392,391,392,391,392,391,392,392,391,392,391,391,391,392,391
391,392,391,392,391,392,391,392,391,392,392,391,391,392,391,391,391,392,391,391,392,391,392,391,391,392,391,392,392,392
391,391,391,391,391,392,391,392,391,392,392,391,391,392,391,391,391,391,392,392,391,391,391,392,392,391,392,392,391,392
391,392,392,392,392,391,392,392,391,391,392,391,391,391,391,391,391,392,392,391,391,391,391,391,391,391,392,392,391,392
392,391,392,391,392,392,392,392,392,391,391,391,392,392,392,391,391,391,392,392,392,392,392,392,391,391,391,391,392,392
391,392,391,392,391,391,391,391,392,391,392,391,392,391,391,392,391,391,392,391,392,392,392,391,391,391,392,391,391,391
391,392,391,392,391,392,391,392,391,392,392,392,391,391,392,391,391,392,392,391,391,391,391,392,391,391,391,392,392,392
391,391,392,392,392,392,392,391,392,391,391,392,392,391,392,392,391,391,391,392,392,392,392,391,391,391,391,391,392,392
391,392,392,391,392,391,392,392,391,391,392,391,392,391,392,392,391,391,391,392,391,391,392,392,391,392,391,391,392,391
392,391,391,392,391,391,392,392,392,392,392,392,391,391,392,392,391,392,391,392,391,392,391,391,392,391,392,392,392,391
392,391,392,391,392,392,392,392,392,392,392,391,392,391,391,391,391,391,391,391,391,391,391,391,391,392,391,391,391,391
392,391,391,392,392,392,391,391,391,391,391,392,392,392,391,392,391,392,392,392,391,391,391,391,391,392,392,392,392,391
392,392,392,391,391,391,392,391,391,391,391,392,392,391,391,391,392,392,392,392,392,391,392,392,392,391,392,391,391,392
391,391,391,391,392,391,391,392,391,391,391,392,392,391,392,391,391,391,391,392,392,392,392,392,391,392,392,391,392,391
391,392,391,392,392,392,392,392,391,392,391,391,391,392,392,391,391,392,392,392,391,391,391,391,392,392,392,391,391,392
391,392,392,392,392,392,392,392,392,392,392,391,392,391,392,392,392,391,391,392,392,391,392,392,392,392,392,391,391,391
391,469,469,469,469,469,469,469,391,392,391,392,392,391,391,391,391,392,391,391,392,391,391,392,391,392,392,392,391,392
392,469,469,469,469,469,469,469,391,392,392,391,392,392,391,391,391,391,392,391,391,392,392,392,391,391,391,392,392,391
392,469,469,469,469,469,469,469,391,392,391,391,392,392,391,391,392,392,392,392,392,391,392,391,392,391,391,391,392,392
392,469,469,469,469,469,469,469,391,392,392,391,391,391,392,392,391,392,391,391,392,391,391,392,392,392,391,391,391,391
391,469,469,469,469,469,469,469,391,392,392,391,391,392,391,391,392,391,391,391,392,391,392,392,391,391,392,391,391,392
392,469,469,469,469,469,469,469,391,391,392,392,392,392,392,392,391,391,391,391,391,391,392,392,391,391,392,392,392,392
392,469,469,469,469,469,469,469,392,391,391,392,392,392,392,392,628,628,392,391,392,391,392,392,391,391,391,391,391,391
391,392,392,391,392,392,392,391,391,392,392,391,391,391,391,392,242,242,392,392,392,392,392,391,391,391,392,392,391,392
